NOM_ETABL,NbreAnnexe,Adresse,Ville,TEL_ETAB,FAX_ETAB,email,Région,Province,Commune
AJIAl AL Holm Al Arabi 1,0,"3 Bis, Lahbiel Sidi Boujid - C.U. Fès Medina",FES,035-71-18-80,___-__-__-__,fes.etab@yahoo.fr,Fès - Boulmane,Fès,Fes Medina (AR)
Arrissala,0,Avenue Fenix Lajiri II - C. U. Ain Sebaa,Casablanca,022-35-61-52,___-__-__-__,arrissala@hotmail.com,Grand Casablanca,Ain Sebaa_Hay Mohammadi,Ain Sebaa (AR)
La Competence Scientifique,0,Lot. Camalia N° 52 -59-60   beau site Ain Sebaa  casablanca,Casablanca,022-66-09-79,022-66-63-23,GSlacompetencescientifique@yahoo.fr,Grand Casablanca,Ain Sebaa_Hay Mohammadi,Ain Sebaa (AR)
CANINA,0,116  Bd. Chefchaouni -. Ai  Sebaa,Casablanca,0522661473,___-__-__-__,CANINA03@HOTMAIL.FR,Grand Casablanca,Ain Sebaa_Hay Mohammadi,Ain Sebaa (AR)
Soukaina,0,"N° 32-34, Bd. Ibnou Al Adraa Al Mourrakouchi - C.U. Assoukhour A",Casablanca,___-__-__-__,___-__-__-__,gss.soukaina@hotmail.fr,Grand Casablanca,Ain Sebaa_Hay Mohammadi,Assoukhour Assawda (AR)
Institution Al Fadelia d'Education & d'Enseignemen,," 8, Rue Mrequli, Quartier Administratif",Laayoune,028-99-26-14,___-__-__-__,,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
ERRAZI,1,"31 Bd. Chakib Arsalane, Hay El Fath",Laayoune,028-99-46-45,___-__-__-__,,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
Rihab Al Khair,0,"Villa N° 2, Route Principale dAgadir, C.U. Chichaoua",Chichaoua,044-35-27-56,___-__-__-__,,Marrakech - Tensift - Al Haouz,Chichaoua,Chichaoua (M)
Ecole El Fath,,Quartier Al Massira - C.U. Chichaoua,Chichaoua,044-35-26-46,___-__-__-__,,Marrakech - Tensift - Al Haouz,Chichaoua,Chichaoua (M)
AL BAYROUNI,0,"Rue Tak Eddine Hilali N° 16, Hay Enzaha - C.U. Charf Mghogha",Tanger,0539944687,0539944687,albayrouni.cpge@gmail.com,Tanger - Tetouan,Tanger Assilah,Charf_Mghogha (AR)
 Henri Poincaré,0,"Boulevard Allal Fassi, N° 16 - C.U. Charf Mghogha",Tanger,0539361003,,henripoincare04@hotmail.com,Tanger - Tetouan,Tanger Assilah,Charf_Mghogha (AR)
SHAKESPEARE,0,"Bd. Youssef Ibn Tachafine, Imm. Manara 1er Etage - C.U. Charf",Tanger,0539341552,___-__-__-__,LYCEE_SHAKESPEARE@HOTMAIL.COM,Tanger - Tetouan,Tanger Assilah,Tanger_Medina (AR)
Afaf,,Rue Ibn Atai N°2,Tanger,___-__-__-__,___-__-__-__,,Tanger - Tetouan,Tanger Assilah,Charf_Mghogha (AR)
Chourok,0," Rue ghazouat Bani Lmostalek, Idrissia 2, N° 11",Tanger,0539952594,___-__-__-__,,Tanger - Tetouan,Tanger Assilah,Charf_Mghogha (AR)
la nouvelle ère,0,Lotissement Khlij Tanjah - Tanger Balia,Tanger,0539301306,___-__-__-__,nouvelle-ere-tanger@hotmail.fr,Tanger - Tetouan,Tanger Assilah,Charf_Mghogha (AR)
Cranvia,,"Rue Du Mexiquen, N° 16 3eme Etage",Tanger,___-__-__-__,___-__-__-__,,Tanger - Tetouan,Tanger Assilah,Tanger_Medina (AR)
L elite,0,Maghreb El Jadid n° 495,Larache,0539521414,0539521404,hilali_elite@hotmail.com,Tanger - Tetouan,Larache,Larache (M)
Taoud,0,Route Rabat   N° 20,Ksar El Kebir,039902996,___-__-__-__,,Tanger - Tetouan,Larache,Ksar El Kebir (M)
Oiseaux du Paradis,1,10ABOU KACEM ZIYANI,Larache,0539911469,0539911469,,Tanger - Tetouan,Larache,Larache (M)
Annexe Imam Malik - Al Marsa,,"Av. Abdelaziz Ben Driss, Hay Al Massira - Al Marsa", Laayoune,028-99-85-13,028-99-85-13,,Laayoune- Boujdour - Sakia AlHamra,Laayoune,El Marsa (M)
NIDAA ATTOFOULA,,"14 Av. Abou Bakr Essidik, Hay Al Massira",Laayoune,028-89-38-73,___-__-__-__,nidaa-attoufoula@hotmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
Annexe Annidaa Attarbaoui,0,74 Av. Yaacoub Mansour Cité Administrative,Laayoune,028-89-08-42,___-__-__-__,annidaa-t@hotmail.com,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
Al Farabi,0,"Av. Ibn Haytam N° 7, Hay Oued Eddahab Layayada",Salé,037-87-58-47,___-__-__-__,*************,Rabat - Salé - Zemmour - Zaer,Salé,Layayda (AR)
Walili,0,"Av. My Abdel Allah, Rue Ain Al Bayda N° 9, Karya",Salé,037-83-35-34,___-__-__-__,chafeek_sad@yahoo.fr,Rabat - Salé - Zemmour - Zaer,Salé,Hssaine (AR)
El Maarif,0,"N° 23, Zone Villas Ennakhil",Kelaa Des Sraghna,024-41-07-68,___-__-__-__,,Marrakech - Tensift - Al Haouz,El Kelaa Des Sraghna,EL Kelaa Des Sraghna (M)
Annakhil,0," N° 29, Rue Abi Houraira Bouremana",FES,035642112,___-__-__-__,fes.etab@yahoo.fr,Fès - Boulmane,Fès,Agdal (AR)
Taiba,0,"N° 27, Rue Nouakchout, quartier Montfleuri II",FES,035-96-21-80,035-96-21-81,Sahar-ab@hotmail.com,Fès - Boulmane,Fès,Saiss (AR)
Blanche Neige,,N° 7 Hay Riad,Ifrane,068-10-66-68,___-__-__-__,,Meknès - Tafilalet,Ifrane,Ifrane (M)
ASSANAOUBAR,0,"Zankat Ecole de Police, Hay Chabab",Ifrane,055-56-77-25,___-__-__-__,lesapin-ifrane@menara.ma,Meknès - Tafilalet,Ifrane,Ifrane (M)
Etablissement Al Fassihe,0,"Hay Tamazarte, Ait Melloul",Ait Melloul,028248261/74,028245218,alfassihe@menara.ma,Sous - Massa - Draa,Inzegane Ait Melloul,Ait Melloul (M)
FONDATION  ARIHA,0,Route principale biougra,BIOUGRA,028-81-82-45,028-81-98-48,,Sous - Massa - Draa,Chtouka Ait Baha,Biougra (M)
El Filali,,"Av. Abdelkrim El Khatabi, Quartier Najd - Guercif",Guercif,035-67-54-47,035-67-54-47,elfilali@yahoo.com,Taza  - Al Hoceima - Taounate,Guercif,Guercif (M)
Al Afak,,"Lot. El Barak, N° 28, Rue My Youssef -Taza El Jadida",Taza,035-67-03-93,___-__-__-__,,Taza  - Al Hoceima - Taounate,Taza,Taza (M)
Ouhoud,0,"Lot. Masmoudi Targa, N°1 - Menara",Marrakech,024-49-29-34,024-34-67-31,ets ouhoud@memara.ma,Marrakech - Tensift - Al Haouz,Marrakech,Ménara (AR)
Al Joudour Privé,,"Hay Essalam, Bd. Al Istiqlal, Zanka Oujda, N° 3",Ben Slimane,013/85/96/29,___-__-__-__,,Chaouia - Ourdigha,Benslimane,Ben Slimane (M)
Groupe Al Faline Privé,0,"Lot. Al Faline, N° 200",Ben Slimane,013-35-90-50,___-__-__-__,,Chaouia - Ourdigha,Benslimane,Ben Slimane (M)
Institut Riad El Maarifa,0,"N° 7, Rue El Masbah -Ain Taoujdate",El Hajeb ,035440440,035440440,riadalmaarifa@hotmail.fr,Meknès - Tafilalet,El Hajeb,Ain Taoujdate (M)
Annexe Ecole Maria,,"Lot. Al Wifak, N° 1 ",Temara,___-__-__-__,___-__-__-__,,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
Al Amal almaarifi,0,Lot. Al Amal  N° 25 - Ain El Aouda,AIN EL AOUDA,037748389,___-__-__-__,madarissalamal@live.com,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Ain El Aouda (M)
Al Maali Privée,,"Lot. Charaf, Route Ifni",Tiznit,028-86-44-53,___-__-__-__,,Sous - Massa - Draa,Tiznit,Tiznit (M)
Groupe Scolaire El Maarif,0,"N° 617, Av. Al Aqaba, Lot. Borj 1",Essaouira,024-47-34-70,024-47-30-70,h.rouita@yahoo.fr,Marrakech - Tensift - Al Haouz,Essaouira,Essabouira (M)
Groupe Scolaire Mirabel Privé,0,"Hay Nassadihi, Ain Harouda Km 17",Mohammadia,0522329591,___-__-__-__,,Grand Casablanca,Mohammadia,Ain Harrouda (M)
Centre My Rachid,0,Rue Ibn Rochd,Tetouan,039-96-99-29,039-96-99-29,liguemyrachid@hotmail.fr,Tanger - Tetouan,Tetouan,Tetouan (M)
Centre Mediterranien Pour L'enfance,,"LIGUE MAROCAine. C. MEDITERRANIEN DE L'ENFANT, HAOUMAT ZAOUIA",MDIQ,039-66-41-82,___-__-__-__,,Tanger - Tetouan,M'diq Fnidaq,M'Diq (M)
Aya,0,Quartier Choumbira,Martil,039-68-93-94,039-68-92-08,cpc.aya@hotmail.com,Tanger - Tetouan,M'diq Fnidaq,Martil (M)
 groupe scolaire AWLADOUNA SCHOOL ,2,Quartier Riad ,Midelt,0535582958,0535582958,"awladounaschool@hotmail ,fr",Meknès - Tafilalet,Midelt,Midelt (M)
Waladi,,"N° 11, Bd. Massira Khadra, B.P. 37",Khenifra,055-58-64-84,___-__-__-__,,Meknès - Tafilalet,Khenifra,Khenifra (M)
groupe scolaire TUSNA,0,"N° 4,BD LA MARCHE VERTE LOT SAFSAF",Khenifra,0535385039,___-__-__-__,tusnaschool@yahoo.fr,Meknès - Tafilalet,Khenifra,Khenifra (M)
Tusna II,0,"N° 08, Quartier Armée Royale",Khenifra,055-58-86-39,___-__-__-__,tusnaschool@yahoo.fr,Meknès - Tafilalet,Khenifra,Khenifra (M)
Nouhaila,0,"Lot. Ennour, Bloc C, N° 36 - Sidi Othmane",Casablanca,022-55-22-25,___-__-__-__,ECONOHA8-123@hotmail.fr,Grand Casablanca,Moulay R'chid_Sidi Otmane,Sidi Othmane (AR)
El Majd,,"N° 64, Hay Tanchit",Kenitra,037-36-43-23,___-__-__-__,,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
la palmeraie,0,"N° 95,96b El Haouzia",Kenitra,037-35-30-94,037-37-08-73,kenitra 3au@hotmail.com,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
Les Hirondelles,,"Rue  Moulay Abdellah, N° 73",Kenitra,070-45-14-17,___-__-__-__,,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
Sara,0,"Hay Ain Abi Fariss, Rue Stayech, N° 2",Ouezzane,0534420690,___-__-__-__,,Tanger - Tetouan,Ouezzane,Ouezzane (M)
Al Zohour,1,"Hay Azghar, N° 102",Sidi Kacem,072-26-41-98,___-__-__-__,,Gharb - Chrarda - Beni Hssen,Sidi Kacem,Sidi kacem (M)
Al Doha,0,"Immeuble Al Hafid, N° 9 et 12",Sidi Kacem,037-59-47-00,___-__-__-__,,Gharb - Chrarda - Beni Hssen,Sidi Kacem,Sidi kacem (M)
Mama Fatima,,"Av. El Jaich El Malaki, N° 26 - C.U. Machra Bel Ksiri",Mechra Bel Ksiri,037-43-38-69,___-__-__-__,,Gharb - Chrarda - Beni Hssen,Sidi Kacem,Mechra Bel Ksiri (M)
Pythagore,0,"Bd. Hassan II, La Siesta 305",Mahammedia,0523321386,253315089,pythagore@menara.ma,Grand Casablanca,Mohammadia,Mohammadia (M)
Groupe Scolaire Les Princes,0,Bd. de Palestine,Mohammedia,0523286959,0523286151,,Grand Casablanca,Mohammadia,Mohammadia (M)
Al Irfane,0,Bd. Hassan II,Jerada,036-82-02-43,___-__-__-__,,l'Oriental,Jerada,Jerada (M)
Secteur Scolaire Al Olamaa Privée,,"N° 52, Rue Tizi Ousli",Ben Slimane,023-29-11-09,___-__-__-__,,Chaouia - Ourdigha,Benslimane,Ben Slimane (M)
Ennour,0,"Etablissement Ennour, Route Debdou",Taourirt,036.69.81.68,___-__-__-__,ennour_taourirt@hotmail.com,l'Oriental,Taourirt,Taourirt (M)
el insaf,0,IBOUAAJAJEN LOUTA NADOR,Nador,0534118328,___-__-__-__,,l'Oriental,Nador,Nador (M)
La Sirène Dorée,0," 182, Hay My Rachid, 3ème Tranche",Laayoune,028-99-69-69,___-__-__-__,,Laayoune- Boujdour - Sakia AlHamra,Laayoune,Laayoune (M)
Fathi Junior,,"Lotissement Al Hadika, Rue 12, N°1, Sidi Moumen",Casablanca,022723233,___-__-__-__,,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
Ecole Oum El Fadl,0,"Groupe 107, N° 20 - Sidi Bernoussi",Casablanca,022755303,___-__-__-__,oum.lfadel@gmail.com,Grand Casablanca,Sidi Bernoussi,Sidi Bernoussi (AR)
Groupe Scolaire Al Imam Al qarafi,0,"Résidence El Boustane 2, Km 12,5 - Sidi Bernoussi",Casablanca,022757674,___-__-__-__,alqarafi@hotmail.fr,Grand Casablanca,Sidi Bernoussi,Sidi Bernoussi (AR)
Groupe Scolaire Badr,,"Lot. N° 4231, Partie I4, El Azhar - Ahl Loghlam",Casablanca,022757930,022758223,,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
Groupe Scolaire Tanwir,0,"N° 36, Bd TM 164, Hay Al Azhar",Casablanca,022737866,___-__-__-__,tanwirschool@gmail.com,Grand Casablanca,Sidi Bernoussi,Sidi Moumen (AR)
Arrayhan,0,"Dakhla 7, N° 44 - Guiche Loudaya ",TEMARA,037-56-16-48,0537561648,arrayhan@live.fr,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
Attawhid Namoudajia,0,"Croisement Rue Zemmour et Rue Zyane, N° 16, Hay Tayarate",Rabat,0537757514,___-__-__-__,ecolattnamoudaj@gmail.com,Rabat - Salé - Zemmour - Zaer,Rabat,El Youssoufia (AR)
Wahy Al Qalam,0,"N° 1, Hay Al Mountazah, C.Y.M.",Rabat,0537293207,0537797756,wahyalqalam@gmail.com,Rabat - Salé - Zemmour - Zaer,Rabat,Yacoub El Mansour (AR)
ERRIYAD,0,"HAY EL MASSIRA, RUE OUED EDDAHAB, N° 4",OUJDA,0536684888,___-__-__-__,,l'Oriental,Oujda Angad,Oujda (M)
SOUNDOUS,,BD KADA NADRAM M20 HAY EL WAHDA,OUJDA,036-51-80-36,___-__-__-__,,l'Oriental,Oujda Angad,Oujda (M)
AL BADIL ATTARBAOUI,,LOTISSEMENT EL OUHDA MOUAD BEN JABAL,OUJDA,036-52-41-11,___-__-__-__,,l'Oriental,Oujda Angad,Oujda (M)
Adib,,"N° 18, Lotissement Soussi, Hay L'hacienda",Meknès,055-51-25-18,___-__-__-__,,Meknès - Tafilalet,Meknes,Al Ismailia (M)
L ile Du Savoir,0,"N° 19, Rue 3, Hay Al Wahda (La Patrouilleuse)",Meknès,0535502449,___-__-__-__,liledusavoir2004@hotmail.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
Chorouk,0,"N° 28, Lot. My Masoud, Hay Salam, Sidi Said",Meknès,0656700001,,chourouk1@hotmail.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
Tafaouk 2,0,"N° 44 et 46, Lot. El Wifak, Sidi Said",Meknès,0535553101,0535460207,nomag1@yahoo.fr,Meknès - Tafilalet,Meknes,Al Ismailia (M)
Le Petit Enfant,,"N° 11, Marjane 2",Meknès,070-13-68-94,___-__-__-__,,Meknès - Tafilalet,Meknes,Al Ismailia (M)
El Farouk,0,"Quartier P.A.M., N° 433 ",Kasba Tadla,0527542049,___-__-__-__,mohamedlamkitaa@hotmail.com,Tadla - Azilal,Beni Mellal,Kasba Tadla (M)
Manabia Kaous Kouzah,,"Avenue Zarktouni, N° 23, Quartier Kantirate",Kasba Tadla,___-__-__-__,___-__-__-__,,Tadla - Azilal,Beni Mellal,Kasba Tadla (M)
El Maarij,,"Avenue Mohamed V, Route de Marrakech",Beni Mellal,___-__-__-__,___-__-__-__,,Tadla - Azilal,Beni Mellal,Beni Mellal (M)
BARHOUMY,0,14 RUE BEN JILALI TAJ EDDINE MAARIF,Casablanca,022-25-18-93,022-98-67-47,eco.barhoumy@hotmail.com,Grand Casablanca,Casablanca Anfa,El Maarif (AR)
La Fourmilière,0,"N° 8, Angle Bd Abdelkrim Khettabi, Rue des Araucarias",Casablanca,022-94-22-77,022-94-18-50,fourmiliere@menara.ma,Grand Casablanca,Casablanca Anfa,Anfa (AR)
Al Farabi,,Avenue Princesse Lalla Aiche,Settat,023400194,023400194,"mahdaoui@yahoo,com",Chaouia - Ourdigha,Settat,Settat (M)
Khadraa,0,"Rue Ammane, N°19, Hay ElKassam",Settat,023403309,___-__-__-__,,Chaouia - Ourdigha,Settat,Settat (M)
Ibn Al HAYTAM,0,Rue Ibn El Bassir - Farah 1 - BP 3029,Settat,023404941,___-__-__-__,,Chaouia - Ourdigha,Settat,Settat (M)
Groupe Scolaire Rim,,37 Centre Essahal had soualem,Sahel Ouled H'riz,022964375,___-__-__-__,,Chaouia - Ourdigha,Berrechid,Sahel Ouled H'Riz
Groupe Scolaire ARRAHMANE,0,N° 183 hay my rachid,Berrechid,022534650,___-__-__-__,Arrahmane@menara.ma,Chaouia - Ourdigha,Berrechid,Berrechid (M)
Ecole Rissala pour l'Education & la Formation,,Lotissement Zahraa,Berrechid,022324682,___-__-__-__,,Chaouia - Ourdigha,Berrechid,Berrechid (M)
Al Amal,0,"Rue 20 Aout, Hay El Hassani",Berkane,056-61-86-43,___-__-__-__,ecole el amal@hotmail.com,l'Oriental,Berkane,Berkane (M)
Mounji,,"N° 37, Rue Tanger, Hay ElHassani",Berkane,036-61-68-97,___-__-__-__,,l'Oriental,Berkane,Berkane (M)
EL ARAKI 2,0,"Riad Nakhil, Route Casa",Marrakech,0524305550,0524305551,contact@elaraki.ac.ma,Marrakech - Tensift - Al Haouz,Marrakech,Gueliz (AR)
World School,0,"Lotissement Sakar, Lot N° 49",Marrakech,0524314734,0524314734,wsworldschool@gmail.com,Marrakech - Tensift - Al Haouz,Marrakech,Annakhil (AR)
Nawras,0,"N° 92, El Abdallawiya, Av. My Abdellah, Asif",Marrakech,024304534,___-__-__-__,ecole_nawras@yahoo.fr,Marrakech - Tensift - Al Haouz,Marrakech,Gueliz (AR)
Al Massar,0,"Hay Al Andalous, Rue N° 7",Temara,___-__-__-__,___-__-__-__,,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
Achbal Atlas,0,"Hay Al Maghreb Al Arabi, Lot. N° C",Temara,037600003_,___-__-__-__,MAdarisachbalatlas@gmail.com,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
Etablissement Annarjiss,0,Lot. 57/V Hay Al Jihadia Dcheira,Dcheira El Jihadia,0528835081,___-__-__-__,,Sous - Massa - Draa,Inzegane Ait Melloul,Dcheira El Jihadia (M)
INSTITUTION ABNAONA LA NOUVELLE,," AVENUE ABDELKHALEK TORIS, N°1/1811",Dakhla,028931406,___-__-__-__,,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
ETABLISSEMENT AL QALAM,,"QUARTIER ERRAHMA 4, N°91",Dakhla,066522395,___-__-__-__,,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
ETABLISSEMENT ENNAKHIL,0,"AVENUE ABDELKHALEK TORIS, QUARTIER EL MASSIRA 2",Dakhla,0670718703,___-__-__-__,,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
ETABLISSEMENT AL BACHAIR,0,"QUARTIER AL MASSIRA 3, AVENUE BENI MELLAL",Dakhla,053143487,___-__-__-__,bbaachair@gmail.com,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
Ecole El Amal,0,"Hay Amal Azemour, Rue 3, N°1أHOUMAN FATOUAKI",Azemour,023357400,___-__-__-__,,Doukala - Abda,El Jadida,Azemmour (M)
Etablissement Benzekri,2,1 BIS. lot ARAD EL KHEIR SIDI BENNOUR,Sidi Bennour,0523369329,___-__-__-__,benzekri_68@hotmail.com,Doukala - Abda,Sidi bennour,Sidi Bennour (M)
ecole ennour,0,"Angle N° 29 et 32, Essaada 3",El Jadida,023393631,023393631,,Doukala - Abda,El Jadida,El Jadida (M)
Ecole El Kettani,0,23 Ard El Kheir sidi bennour,Sidi Bennour,023359543,___-__-__-__,elkettani@menara.ma,Doukala - Abda,Sidi bennour,Sidi Bennour (M)
Groupe Scolaire Al Mountada,0,"Moulay Rachid, Hay Errahma, Rue 23, N° 14-16",Casablanca,022-71-93-54,___-__-__-__,groupescolairealmountada@hotmail.fr,Grand Casablanca,Moulay R'chid_Sidi Otmane,Moulay Rachid (AR)
El Amal,,Boulemane Centre,Boulemane,035-58-41-28,___-__-__-__,ecole-alamal@menara.ma,Fès - Boulmane,Boulmane,Boulmane (M)
Groupe Scolaire Charaf,0,"Lot. Charaf, N° 29 - Sidi  Maarouf",Casablanca,022-97-65-59,022-97-65-59,faslakamila@hotmail.fr,Grand Casablanca,Ain Chok,Ain Chock (AR)
Sonounou II,,"N° 15, Lot. ESSALAMA, Sidi Maarouf",Casablanca,022-97-48-48,022-32-14-60,,Grand Casablanca,Ain Chok,Ain Chock (AR)
La Providence,0,"36. Lakrimate 3,  Ain Chok",Casablanca,022-21-09-24,022-21-09-25,la-prov@hotmail.com,Grand Casablanca,Ain Chok,Ain Chock (AR)
La Decouverte,0,"Ouled Taleb, Rue 70, N° 7 - Ain Chok",Casablanca,022-50-39-89,022-50-40-03,SaMIRMOHA@HOTMAIL.COM,Grand Casablanca,Ain Chok,Ain Chock (AR)
Ouzoud II,0,"N) 64 et 65, Dar Chaoui, Hay El Oussra - Ain Chok",Casablanca,022-52-37-40,___-__-__-__,ecoleouzoud@yahoo.fr,Grand Casablanca,Ain Chok,Ain Chock (AR)
Cours Subrini Oulfa,,"N° 213, Bd. Abou Regreg Hay El Oulfa",Casablanca,022914994,022892404,"CSO@MENARA,MA",Grand Casablanca,Hay Hassani,Hay Hassani (AR)
Ecole Al Houda,0,"Bloc V, El Oulfa, Rue 1, N° 76 - Hay Hassani",Casablanca,022911572,___-__-__-__,ecole-al-houda@hotmail.fr,Grand Casablanca,Hay Hassani,Hay Hassani (AR)
Ecole Islane,0,"Lot. Islane, N° 164 - Lassasfa",Casablanca,0522938275,___-__-__-__,institutionislan@meara.ma,Grand Casablanca,Hay Hassani,Hay Hassani (AR)
Groupe Scolaire Ayoub,0,"Lot. Zoubir, N°98 -99  El Oulfa",Casablanca,022914365,022905189,ayoub2004@live.id,Grand Casablanca,Hay Hassani,Hay Hassani (AR)
Louai,,Lot. Al Adarissa N° 27 - Sidi Maarouf,Casablanca,022-97-60-55,___-__-__-__,,Grand Casablanca,Ain Chok,Ain Chock (AR)
INSTITUTION NARIMANE PRIVEE,0,Hay El Amal 1,Dakhla,028931515,028931516,narimane.privee@yahoo.fr,Oued Ed - dhab - Lagouira,Oued Ed-dahab,Dakhla (M)
Madrassat Com Belghaliate,,Douar Belghaliate- Commune Mkansa,Taounate,062-18-98-35,___-__-__-__,,Taza  - Al Hoceima - Taounate,Taounate,Mkansa
Madrassat Com Lbouyad,,Douar Lbouyad - Commune Moulay Bouchta,Taounate,064-93-97-16,___-__-__-__,,Taza  - Al Hoceima - Taounate,Taounate,Moulay Bouchta
Etablissement Sidi El Hadj El habib Privé,0,"Hay Lharche, Rue Biougra -C.U. Ait Melloul",Ait Melloul,0528249900,0528246041,SIDI EL HADJ EL HABIB,Sous - Massa - Draa,Inzegane Ait Melloul,Ait Melloul (M)
Iqrae 1,0,"N° 85 bis, Rue Salé El Mohit",Errachidia,055-79-13-51,___-__-__-__,,Meknès - Tafilalet,Errachidia,Errachidia (M)
Iqrae 2,0,Près de I.S.T.A.,Errachidia,0535791350,___-__-__-__,iquraa.2@Gmail.com,Meknès - Tafilalet,Errachidia,Errachidia (M)
Leila,0,Près de la Cité Universitaire,Errachidia,035-79-04-34,___-__-__-__,,Meknès - Tafilalet,Errachidia,Errachidia (M)
Salaheddine,0,Quartier Taddarte - Anza,Agadir,0675523923,___-__-__-__,,Sous - Massa - Draa,Agadir Ida Outanane,Agadir (M)
Mayliss,0,"N° 381, Quartier Najah",Agadir,0528228411,0528228411,contact@ecole-mayliss.com,Sous - Massa - Draa,Agadir Ida Outanane,Agadir (M)
Al Himma Attarbaouia,0,"N° 8, Quartier Industriel",Agadir,0528229551,___-__-__-__,mdraji@hotmail.ma,Sous - Massa - Draa,Agadir Ida Outanane,Agadir (M)
Riad Salam,0,"N° 427, Bd Abas Alkabaj  cite Riad Salam",Agadir,0528222857,0528223077,etsriadsalam@hotmail.fr,Sous - Massa - Draa,Agadir Ida Outanane,Agadir (M)
Mirdass Atarbawiya,0,hay krimat rue 29 n° 18 AIN CHOK,Casablanca,022-87-10-20,022-87-10-20,mirdass35@hotmail.com,Grand Casablanca,Ain Chok,Ain Chock (AR)
Nayl Essalam,,"Lot. Siham, N° 70, Bd. Taddart - Ain Chok",Casablanca,022-87-15-31,___-__-__-__,,Grand Casablanca,Ain Chok,Ain Chock (AR)
Al Jawhara,0,"Bd Oued Laou, N° 50 et 52 - Oulfa",Casablanca,022933947,___-__-__-__,FATIBOUDHIM@HOTMAIL.COM,Grand Casablanca,Hay Hassani,Hay Hassani (AR)
Al Faddia,0," 193-195, rue Ditrem, Lavillette, Hay Mohammadi",Casablanca,0522629366,___-__-__-__,silver.school@menara.ma,Grand Casablanca,Ain Sebaa_Hay Mohammadi,Hay Mohammadi (AR)
Al Forkane,0,ESPERANCE 2 RUE 11 N°149,Casablanca,0522355447,0522355447,AL-FORKANE@hotmail.FR,Grand Casablanca,Ain Sebaa_Hay Mohammadi,Ain Sebaa (AR)
Al Ichaa,0," Villa licharmit,Rue Fenix, Ain SEBAA",Casablanca,0527843320,___-__-__-__,ecole-al-ichaa@hotmail.fr,Grand Casablanca,Ain Sebaa_Hay Mohammadi,Ain Sebaa (AR)
Al Manzil Essaid,,"Lot. Al Yousra, Imm.68 N° 1 & 2 Bournazel My Rachid",Casablanca,022-71-51-11,___-__-__-__,,Grand Casablanca,Moulay R'chid_Sidi Otmane,Moulay Rachid (AR)
Anoual,0,"Lot. La Colline N0 566, Avenue Anoul Al Alia",Mohammadia,0523321284,___-__-__-__,,Grand Casablanca,Mohammadia,Mohammadia (M)
Les Quatre Saisons,0,Hay R mal 156 V - Inezgane,Inezegane,0528335051,___-__-__-__,quatresaisons9@yahoo.fr,Sous - Massa - Draa,Inzegane Ait Melloul,Inezgane (M)
Oum El Koura,0,Lotis. Essalam- Kariat Oulad Moussa Hssaine,Salé,037-82-94-70,037-82-95-23,Oumelkora@menara.ma,Rabat - Salé - Zemmour - Zaer,Salé,Hssaine (AR)
El Mouna,,"Hay Oued Eddahab, Blad Balouta - Layayda",Salé,064-66-96-96,___-__-__-__,,Rabat - Salé - Zemmour - Zaer,Salé,Layayda (AR)
Bayt Al Hikma,0,"Hay Al Maghreb El Arabi, secteur 3, N° E",Temara,0537601060,___-__-__-__,baytalhikma@live.fr,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
Institut Errachid,,"Hay Essalam 3, N° 23",Temara,___-__-__-__,___-__-__-__,,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
Sanabil Al Khair,0,Avenue Driss Premier Massira I,Temara,037602336,___-__-__-__,sanabilalkhair3@yahoo.fr,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Temara (M)
Madaris Chkeil,0,Lotissement Essaada Ain Attiq,Temara,___-__-__-__,___-__-__-__,gs_chkail2005@hotmail.fr,Rabat - Salé - Zemmour - Zaer,Skhirate Temara,Ain Attig (M)
