NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
BOUMALNE,بومالن,MUNICIPALITE BOUMALNE DADES TINGHIR BP157,بومالن دادس إقليم تنغير ص.ب 157 ,0661943621,Tinghir,Sous-Massa-Draa
AIT OUNIR,ايت أونير,DOUAR BOUMALNE,دواربومالن ايت أونير جماعة بومالن,0661945371,Tinghir,Sous-Massa-Draa
AIT BAAMRANE,ايت بعمران,MUNICIPALITE KALAAT M'GOUNA,بلدية قلعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
ELWARDA,الوردة,MUNICIPALITE KALAAT M'GOUNA OUARZZATE,قلعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
ELHARA,الحارة,MUNICIPALITE KALAAT M'GOUNA,بلدية قلعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
ELMASSIRA,المسيرة,DOUAR ELKASBA TAZNAKHTE OUARZAZATE,دوار القصبة تازناخت ورزازات,0661987006,Ouarzazate,Sous-Massa-Draa
KISSANE,الكيسان,ASLIM AGDZ,أسليم أكدز,0661614289,Zagoura,Sous-Massa-Draa
AIT IDIR,ايت يدير,DOUAR AIT IDIR BOUMALNE tinghir,دوار ايت يدير,0661147437,Tinghir,Sous-Massa-Draa
IMZOUDAR,امزودار,DOUAR IMZOUDAR BOUMALNE OUARZAZATE,دوار امزودار جماعة أيت سدرات ج.س.,0661976005,Tinghir,Sous-Massa-Draa
AIT TOUKHSINE,ايت توخسين,AIT SEDRATE JBEL OULIA BOUMALNE tinghir,ايت سدرات الجبل العليا,0661983148,Tinghir,Sous-Massa-Draa
AIT MELLOUANE,ايت ملوان,DOUAR AIT HAMMOU BOUMALNE tinghir,دوار ايت ملوان جماعة أيت سدرات ج.ع تنغير,0661917931,Tinghir,Sous-Massa-Draa
JIDA  ,جيدا,DOUAR JIDA,دوارجيدا,0661543475,Tinghir,Sous-Massa-Draa
TAOUDILTE,توديلت,DOUAR TOUDILT BOUMALNE dades tinghir,دوار توديلت بومالن,0661945041,Tinghir,Sous-Massa-Draa
OUM AYACH,ام عياش,DOUAR OUM AYACH KALAAT M'GOUNA OUARZAZATE,قلعة مكونة,069594930,Tinghir,Sous-Massa-Draa
TAZAKHTE,تزاخت,DOUAR TAZAKHTE KALAAT M'GOUNA OUARZAZATE,قلعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
TASSOUITE,تصويت,DOUAR TASSOUITE KALAATE M'GOUNA OUARZAZATE,دوا ر تصويت القلعة,066293620,Tinghir,Sous-Massa-Draa
AIT SIDI MOULOUD,ايت سيدي مولود,AIT SIDI MOULOUD KALAAT M'GOUNA,ايت سيدي مولود قلعة مكونة,066449865,Tinghir,Sous-Massa-Draa
ZAOUITE MOULAY ABDELMALEK,زاوية مولاي عبد المالك,ZAOUTE MOULAY ABDELMALEK KALAAT M'GOUNA OUARZAZATE,زاوية مولاي عبد المالك قلعة مكونة,067198118,Tinghir,Sous-Massa-Draa
AIT GUMAT,ايت كمات,AIT GUMAT KALAAT M'GOUNA OUARZAZATE,ايت كمات قلعة مكونة ورزازات,-  -  -,Tinghir,Sous-Massa-Draa
AIT OUADAR,ايت ودار,AIT OUADAR KALAAT MGOUNA OUARZAZATE,ايت ودار,0661942953,Tinghir,Sous-Massa-Draa
ELKENTRA,القنطرة,DOUAR ELKENTRA KALAAT M'GOUNA,دوار القنطرة قلعة مكونة,060732751,Tinghir,Sous-Massa-Draa
EL BOUR,البور,DOUAR ELBOUR KALAAT M'GOUNA,دوار البور قلعة مكونة,067198118,Tinghir,Sous-Massa-Draa
TABARKHACHTE,تبرخاشت,TABARKHACHTE KALAATE M'GOUNA OUARZAZATE,تبرخاشت قلعة امكونة,-  -  -,Tinghir,Sous-Massa-Draa
AIT KHIAR,ايت خيار,AIT KHIAR KALAAT M'GOUNA OUARZAZATE,ايت خيار قلعة امكونة ورزازات,-  -  -,Tinghir,Sous-Massa-Draa
HDIDA,حديدة,HDIDA KALLAAT M'GOUNA,حديدة قلعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
BOUTAGHRARE,بوتغرار,BOUTAGHRARE KALAAT M'GOUNA OUARZAZATE,قلعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
IGHREM AKDIM,اغرم اقديم,IGHREM AKDIM KELLAAT MGGOUNA tinghir,دوار اغرم اقديم جماعة إغيل نومكون تنغير,0661945784,Tinghir,Sous-Massa-Draa
AGOUTI,اكوتي,AGOUTI KALAAT M'GOUNA OUARZAZATE,قلعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
AIT ZAKRI,ايت زكري,AIT ZAKRI KALAAT M'GOUNA OUARZAZATE,هيت زكري قتعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
AIT TOUMART,ايت تومرت,AIT TOUMART KELLAAT M'GGOUNA OUARZAZATE,ايت تومر قلعة امكونة,068298880,Tinghir,Sous-Massa-Draa
 S/S  ALAMDOUNE,م/م ألمدون,ALAMDOUNE  COMMUNE IGHIL NOUMGOUN,دوار ألمدون جماعة إغيل نومكون, 0661945828,Tinghir,Sous-Massa-Draa
AMAJGUAGUE,أمجكاك,AMAJGUAGUE KALAAT M'GGOUNA OUARZAZATE,أمجكاك قاعة مكونة ورزازات,067830993,Tinghir,Sous-Massa-Draa
OUZIGHEMT,اوزيغمت,OUZIGHIMTE KALAAT M'GGOUNA OUARZAZATE,اوزيغمت قلعة مكونة ورزازات,-  -  -,Tinghir,Sous-Massa-Draa
ELGOUMTE,الكومت,ELGOUMTE KALAATE M GGOUNA tinghir,الكومت,0661614893,Tinghir,Sous-Massa-Draa
AIT OUZINE,ايت اوزين,AIT OUZINE KALAATE M GGOUNA OUARZAZATE,قلعة مكونة,-  -  -,Tinghir,Sous-Massa-Draa
ELKHMISS,الخميس,SOUK ELKHMISS KALAAT M GGOUNA Tinghir,سوق الخميس قتعة امكونة اقليم تنغير,0661531759,Tinghir,Sous-Massa-Draa
AIT HAMOU,ايت حمو,AIT HAMMOU  LEKHMIS  KAALAAT M GGOUNA tinghir,ايت حمو خميس دادس تنغير,0661913233,Tinghir,Sous-Massa-Draa
ZAOUITE ELBIR,زاوية البئر,ZAOUITE ELBIR KALAATE M GGOUNA Tinghir,قلعة مكونة,0661944891,Tinghir,Sous-Massa-Draa
SAGHROU,صغرو,AIT  ELFARSI     TINEGHIR,ايت الفرسي,0661613497,Tinghir,Sous-Massa-Draa
TOURZA,تورزة,AIT ELFARSI TINGHIR,ايت الفرسي تنغير,0661619538,Tinghir,Sous-Massa-Draa
AGOUDDIME NIKHARTANE,اكديم نخرطان,AIT ELFARSI TINGHIR OUARZAZATE,ايت الفرسي,0661943295,Tinghir,Sous-Massa-Draa
BOUGAFER,بوكافر,IKNIOUEN,اكنيون,0661618671,Tinghir,Sous-Massa-Draa
TAGMOUT,تكموت,TAGMOUTE IKNIOUN BOUMALEL DADES OUARZAZATE,دوار تكموت جماعة إكنيون,0661945137,Tinghir,Sous-Massa-Draa
TAOULAOUATE,تولولاوالت,TAOULAOUALTE IKNIOUENE tinghir,تولوالت اكنيون,0661982683,Tinghir,Sous-Massa-Draa
TINIOURKEN,تنوركان,IKNIOUEN BOUMALEN DADES,اكنيون بومالن دادس,0661991008,Tinghir,Sous-Massa-Draa
ZAKER,زاكر,IKNIOUEN BOUMMALNE DADES,اكنيون بومالن دادس,0661613853,Tinghir,Sous-Massa-Draa
IGHANSSALEN,إغنسلن,IKNIOUEN BOUMALENE DADES OUARZAZATE,إكنيون بومالن دادس تنغير,06661983008,Tinghir,Sous-Massa-Draa
TAGHSSA,تغصى,IKNIOUEN BOUMALEN DADES TINGHIR,     دوار تغصى جماعة إكنيون,0661943269,Tinghir,Sous-Massa-Draa
AMJDADARE,امجدادار,AMJDADAR IKNIOUEN BOUMALEN DADES TINGHIR,اكنيون,0661944503,Tinghir,Sous-Massa-Draa
IGHREM AMAZDAR,اغرم امزدار,IKNIOUEN BOUMALEN DADES OUARZAZATE,اكنيون بومالن دادس ورززات,-  -  -,Tinghir,Sous-Massa-Draa
IKISS AMAZDAR,اكيس امزدار,IKNIOUEN BOUMALEN DADES TINGHIR ,اكنيون بومالن دادس تنغير ,0661983177,Tinghir,Sous-Massa-Draa
TAZLAFTE,تزلافت,DOUAR TAZLAFTE COMMUNE IKNIOUEN,  دوار تزلافت جماعة اكنيون,0661619207,Tinghir,Sous-Massa-Draa
M'SEMRIR,امسمرير,M'SEMRIR CENTRE BOUMALENE DADES OUARZAZATE,امسمرير المركز,-  -  -,Tinghir,Sous-Massa-Draa
TAADADATE,تعدادات,M'SEMRIR BOUMALENE OUARZAZATE,امسمرير,068167779,Tinghir,Sous-Massa-Draa
OUSSIKISSE,اسكيس,M'SEMRIR OUARZAZATE,امسمرير,067497051,Tinghir,Sous-Massa-Draa
AIT MORGHAD,ايت مرغاد,AIT MARGHAD M SEMRIR tineghir,ايت مرغاد مسمرير تنغير,0661982001,Tinghir,Sous-Massa-Draa
BOUDJAM,بودجام,TILMI MSMRIR ,تلمي امسمرير,0661982679,Tinghir,Sous-Massa-Draa
AIT OUAATIK,ايت واعتيق,M SEMRIR tinghir,امسمرير تنغير,0661944056,Tinghir,Sous-Massa-Draa
AIT ALI OUIKKOU,ايت علي ويكو,M SEMRIR OUARZAZATE,ايت علي ويكو,0661619445,Tinghir,Sous-Massa-Draa
IMIDER,اميضر,DOUAR IMEDER TINGHIR ,دوار اميضر جماعة إميضرتنغير,0661978005,Tinghir,Sous-Massa-Draa
ANOUNIZM,انو نزم,IMIDER TINGHIR ,اميضر تنغير,0661984001,Tinghir,Sous-Massa-Draa
OUAKLIM,واكليم,TINGHIR,tinghir,0661542947,Tinghir,Sous-Massa-Draa
KIDAR,امانقيدار,AMANHKIDAR OUAKLIM,امانقيدار واكليم,-  -  -,Tinghir,Sous-Massa-Draa
TIMADROUINE,تمضروين,TINGHIR ,تنغير,0661615854,Tinghir,Sous-Massa-Draa
ARGUE SIDI ALI OUBORK,ارك سيدي علي ابورك,TINGHIR ,تنغير ,0661618625,Tinghir,Sous-Massa-Draa
TABASBASTE,تبسباست,TINGHIR OUARZAZATE,تنغير ورزازات,0661613642,Tinghir,Sous-Massa-Draa
GHLIL AMEZDARE,غليل امزدار,TAGHZOUTE TINGHIR OUARZAZATE,تغزوت تنغير ورزازات,0661974008,Tinghir,Sous-Massa-Draa
TADAFALTE,تدفالت,TAGHZOUTE TINGHIR ,تغزوت تنغير,0661615984,Tinghir,Sous-Massa-Draa
TAGHYA,تاغيا,TAGHZOUTE NAIT ATTA  TINGHIR OUARZAZATE,تغزوت نايت عطا تنغير ورزازات,21261945872,Tinghir,Sous-Massa-Draa
AGHBALOU,اغبالو,Toudgha el oulia  tinghir,تودغى العليا تنغير,0661944164,Tinghir,Sous-Massa-Draa
IHAJAMNE,إحجامين,ihajamne toudgha el oulia tinghir,إحجامين تودغى العليا تنغير,0661613986,Tinghir,Sous-Massa-Draa
BIR ANZARANE,بئر انزران,TINGHIR ,تنغير,0661945734  -,Tinghir,Sous-Massa-Draa
AIT YAALA,ايت ايعلا,TINGHIR OUARZAZATE,تنغير,0661945847,Tinghir,Sous-Massa-Draa
HAJ AMROU,الحاج عمرو,TINGHIR ,تنغير,0661942856,Tinghir,Sous-Massa-Draa
LHART NIGOURRAMEN,الحارة نكرامن,TINGHIR ,تنغير,0661619427,Tinghir,Sous-Massa-Draa
AMERZEGANE,أمرزكان,AMERZEGANE OUARZAZATE,أمرزكان ورزازات,0661978004,Ouarzazate,Sous-Massa-Draa
TAOURIRTE NOUMARZAGANE,توريرت نومرزكان,AMERZEGANE OUARZAZATE,امرزكان,0661618524,Ouarzazate,Sous-Massa-Draa
TAMAKITE,تمقيت, IMINI,ايميني,0661944491,Ouarzazate,Sous-Massa-Draa
TADOULA,تدولا,AMERZEGANE OUARZAZATE,امرزكان ورزازات,0661945319,Ouarzazate,Sous-Massa-Draa
TIOUIYINE,تويين,AMERZEGANE OUARZAZATE,امرزكان,0661619248,Ouarzazate,Sous-Massa-Draa
TAOURA,تاورة,TAOURA AMERZEGANE OUARZAZATE, تاورة امرزكان ورزازات,  0661617568,Ouarzazate,Sous-Massa-Draa
TIKIRTE,تيكيرت,AIT ZINEB AMERZEGANE OUARZAZATE,ايت زينب   امرزكان  ورزازات,0661991002,Ouarzazate,Sous-Massa-Draa
AIT BEN HADDOU,ايت بن حدو,AIT BEN HADDOU AMERZEGANE,ايت زينب,0661943823,Ouarzazate,Sous-Massa-Draa
TAZANTOUTE,تزنتوت,Tazantoute  Ait Zineb ,ورزازات,0661945306,Ouarzazate,Sous-Massa-Draa
TAMDDAKHTE,تمداخت,AMERZEGANE,امرزكان,-  -  -,Ouarzazate,Sous-Massa-Draa
TIGUERT NAIT FARES,تكيرت نايت فارس,AIT ZINEB,ايت زينب,0661988001,Ouarzazate,Sous-Massa-Draa
TELOUATE,تلوات,AMERZEGANE,أمرزكان,0661-94-53-77,Ouarzazate,Sous-Massa-Draa
IGHIL NOUBIANE,اغيل نوبيان,TELOUATE AMERZEGANE,تلوات أمرزكان,0661619415,Ouarzazate,Sous-Massa-Draa
ASSAKA,اسكا,ASSAKA TELOUATE AMERZEGANE,اسكا تلوات امرزكان,0661944510,Ouarzazate,Sous-Massa-Draa
ABDELLAH IBN YASSINE,عبد الله ابن ياسين,TELOUATE AMERZEGANE,جماعة تلوات,-  -  -,Ouarzazate,Sous-Massa-Draa
IHANDOGUENE,إحنداكن,TELOUATE AMERZEGANE,إحنداكن,0661980971,Ouarzazate,Sous-Massa-Draa
ARGUE,أرك,TELOUATE AMERZEGANE,تلوات أمرزكان,0661943867,Ouarzazate,Sous-Massa-Draa
AGUELMOUS,اجلموس,AGUELMOUS  AMERZEGANE,اجلموس/ امرزكان,-  -  -,Ouarzazate,Sous-Massa-Draa
IGHREM NOUGDAL,اغرم نوكدال,IGHREM NOUGDAL,اغرم نوكدال,0661943729,Ouarzazate,Sous-Massa-Draa
TOURJDAL,م/م تورجدال,douar tiourjdal commune IGHREM NOUGDAL ,دوار تورجدال جماعة اغرم نوكدال,0661614557,Ouarzazate,Sous-Massa-Draa
TAMSTINTE,تمسطينت,IGHREM NOUGDAL AMERZEGANE,اغرم نوكدال,070393543,Ouarzazate,Sous-Massa-Draa
IGUADAYNE,اكاداين,IGHREM  N OUGDAL,دوار اكاداين جماعة إغرم نوكدال,-  -  -,Ouarzazate,Sous-Massa-Draa
AGOUIME,اكويم,IGHREM NOUGDAL AMERZEGANE,اغرم نوكدال,-  -  -,Ouarzazate,Sous-Massa-Draa
AGUERD NOUADOUZE,اكرض نوادوز,IGHREM N'OUGDAL AMERZEGANE,اغرم نوكدال,-  -  -,Ouarzazate,Sous-Massa-Draa
TOUGHOUTE,توغوت,TIDILI AMERZEGANE,تديلي,0661945818,Ouarzazate,Sous-Massa-Draa
IMAGHODEN,اماغودن,IMAGHODEN TIDILI ,اماغودن تديلي,0661945363,Ouarzazate,Sous-Massa-Draa
AZALAKH,ازلاغ,TIDILI AMERZEGANE,تيديلي امرزكان,0661615621,Ouarzazate,Sous-Massa-Draa
ESSOUR,الصور,TIDILI AMERZEGANE,تديلي امرزكان,0661617346,Ouarzazate,Sous-Massa-Draa
TAGUADIRT,تكاديرت,TIDILI AMERZEGANE,تديلي امرزكان,0661944137,Ouarzazate,Sous-Massa-Draa
TACHDDIRTE,تشديرت,TIDILI AMERZEGANE,تديلي امرز  كان,-  -  -,Ouarzazate,Sous-Massa-Draa
TAZOULTE NAMRADOU,تزولط نمرادو,TAZOLTE NOUMRADOU AMERZGANE,امرزكان,0661944325,Ouarzazate,Sous-Massa-Draa
ANZAL,انزال, anzal coumune siroua TAZNAKHTE,         دوار أنزال جماعة سيروا تازناخت,0661913207,Ouarzazate,Sous-Massa-Draa
TAMAZIRTE,تمازيرت,TAZNAKHTE,تزناخت,0661943551,Ouarzazate,Sous-Massa-Draa
IMAGHLAY,امغلاي,TAZNAKHTE,دوار امغلاي جماعة سيروا,0661615641,Ouarzazate,Sous-Massa-Draa
N KOB AIT WRGHARDA,النقب ايت وغرضة,TAZNAKHTE,تازناخت,-  -  -,Ouarzazate,Sous-Massa-Draa
AIT TIGUA,ايت تيكة,TAZNAKHTE,تزناخت,0668541926,Ouarzazate,Sous-Massa-Draa
TAGHDDOUTE,تغدوت,OUISSELSATE,وسلسات,0661943576,Ouarzazate,Sous-Massa-Draa
TOUINEKHTE,تونيخت,TAZNAKHTE,دوار تونيخت جماعة وسلسات,0661104352,Ouarzazate,Sous-Massa-Draa
OUINTEJGUAL,وينتجكال,TAZNAKHTE,تازناخت,0661618398,Ouarzazate,Sous-Massa-Draa
TISLITE,تسليت,TAZNAKHTE,دوار تسليت جماعة وسلسات,0661943743,Ouarzazate,Sous-Massa-Draa
TAFOUNANTE,تفونانت,TAZNAKHTE,دوار تفونانت قيادة و  جماعة وسلسات, -  -,Ouarzazate,Sous-Massa-Draa
TIMJICHTE,تمجيشت,douar timjichte TAZNAKHTE,دوار تيمجيشت جماعة وسلسات,0661998020,Ouarzazate,Sous-Massa-Draa
ZAOUIT SIDI LHSAINE,زاوية سيدي لحساين,TAZNAKHTE,دوار زاوية سيدي لحساين جماعة وسلسات,0661942893,Ouarzazate,Sous-Massa-Draa
  ECOLE TAMZERA, مدرسة  تامزرة,  DOUAR TAMZERA OUISSELSATE TAZNAKHT,    جماعة و قيادة  وسلسات دوار تامزرة  تازناخت ,0661574360,Ouarzazate,Sous-Massa-Draa
SIDI BLAL,سيدي بلال,TAZNAKHTE,تازناخت,0661945028,Ouarzazate,Sous-Massa-Draa
TASSATIFT,تاستيفت,TAZNAKHTE,دوار تاستيفت جماعة وسلسات,0661543278,Ouarzazate,Sous-Massa-Draa
KHZAMA,خزامة,TAZNAKHTE,تازناخت,0661942527,Ouarzazate,Sous-Massa-Draa
TOURTITE,م/م تورتيت,KHOUZAMA TAZNAKHTE,دوار تورتيت,0661613896,Ouarzazate,Sous-Massa-Draa
ANMID,انميد,douar anmid ait maghlif ANZAL,دوار أنميد أيت مغليف أنزال,0661945839,Ouarzazate,Sous-Massa-Draa
AIT KALLA,ايت قالة,DOUAR AIT KALLA KHOUZAMA OUARZAZATE,دوار أيت قالة خزامة ,0661944716,Ouarzazate,Sous-Massa-Draa
AGOUINES,اكوينس,TAZNAKHTE,دوار اكويس جماعة إزناكن,0661615831,Ouarzazate,Sous-Massa-Draa
TAMAAROUFTE,تماعروفت,TAZNAKHTE,دوار تامعروفت ,0661942931,Ouarzazate,Sous-Massa-Draa
TAZOULT,تازولت,TAZNAKHTE,دوار تازولت جماعة إزناكن,0661540281,Ouarzazate,Sous-Massa-Draa
TAZALMIMTE,تزلميمت,TAZNAKHTE,دوار تزلميمت جماعة إزناكن, 0661913205,Ouarzazate,Sous-Massa-Draa
TAOURIRTE ANISSI,تاوريرت انيسي,TAZNAKHTE,تازناخت,0661613942,Ouarzazate,Sous-Massa-Draa
KOURKOUDA,كوركودا,TAZNAKHTE,دوار اصديف جماعة ازناكن,0661944315,Ouarzazate,Sous-Massa-Draa
AGUALMIME,اكالميم,douar agualmime commune aznaguen,دوار اكالميم جماعة  إزناكَن,0661943764,Ouarzazate,Sous-Massa-Draa
TAGHRRAMTE,تغرامت,OUARZAZATE,ورزازات,-  -  -,Ouarzazate,Sous-Massa-Draa
ISFOUTALIL,اسفوتليل,DOUAR ISFOUTALIL COMMUNE OUARZAZATE,دوار اسفوتليل جماعة ورزازات,0661945432,Ouarzazate,Sous-Massa-Draa
TAGUENZALTE,تكنزالت,Douar Taguenzalte TARMIGTE,دوار تكنزالت  ترميكت,0661945763,Ouarzazate,Sous-Massa-Draa
TALMASLA,تلمسلا,tarmigte ouarzazate,ترميكت ورزازات,0661943245,Ouarzazate,Sous-Massa-Draa
IDELSANE,ادلسان,SKOURA,سكورة,0661945856,Ouarzazate,Sous-Massa-Draa
ELHOURIA,الحرية,skoura, الحرية جماعة إداسان,0661944729,Ouarzazate,Sous-Massa-Draa
AMZAOUROU,امزاورو,SKOURA,سكورة,0661944728,Ouarzazate,Sous-Massa-Draa
OULED YAAKOUB,ولاد يعقوب,SEKKOURA,مركز سكورة ورزازات,-  -  -,Ouarzazate,Sous-Massa-Draa
IMASSINE,ايماسين, IMASINE SKOURA,سكورة,0661982997,Ouarzazate,Sous-Massa-Draa
SIDI FLAH 1,سيدي فلاح 1,skoura,دوار سيدي فلاح سكورة,0661617254,Ouarzazate,Sous-Massa-Draa
TAMASSRAOUTE,تمسراوت,Skoura,سكورة,0661983104,Ouarzazate,Sous-Massa-Draa
IMADRI,امدري,Skoura,سكورة,0661614083,Ouarzazate,Sous-Massa-Draa
ZOUIA,الزوية,SKOURA,دوار الزوية جماعة سكورة,0661945699,Ouarzazate,Sous-Massa-Draa
TOUNDOUTE,تندوت,Toundoute,توندوت,0661944480,Ouarzazate,Sous-Massa-Draa
TIFLITE,تفليت,TOUNDOUTE,توندوت,-  -  -,Ouarzazate,Sous-Massa-Draa
AMAKCHOUD,امكشود,TOUNDOUTE,توندوت,0661944467,Ouarzazate,Sous-Massa-Draa
AIT ALI OUAISSA,ايت علي او عيسى,douar ait ali ouissa TOUNDOUTE,دوار آيت علي وعيسى توندوت,0661943652,Ouarzazate,Sous-Massa-Draa
ALIGH N TARGA,أليغ نتركى,douar aligh n targa commune tondoute, دوار اليغ نتركى - جماعة توندوت,0661942871,Ouarzazate,Sous-Massa-Draa
GHESSATE,غسات,OUARZAZATE,ورزازات,0661980928,Ouarzazate,Sous-Massa-Draa
TIFLITE AIT OUGROUR,تفليت ايت اكرور,GHESSATE  OUARZAZATE,غسات ورزازات,- 0661944887,Ouarzazate,Sous-Massa-Draa
IGARNANE-ASSEGHMOU,اسغمو,ASSEGHMOU GHSSAT OUARAZAZTe, اسغمو غسات ورززات,0661982987,Ouarzazate,Sous-Massa-Draa
LAHOUANTE,الحوانت,IGARNANE,اكرنان,0661615936,Ouarzazate,Sous-Massa-Draa
TIGUERT NIGUERNANE,تيكيرت نكرنان,IGARNANE,اكرنان,0661980916,Ouarzazate,Sous-Massa-Draa
IMI NOUASSIF,امي نواسيف,iminouassif,امي نواسيف,0661945073,Ouarzazate,Sous-Massa-Draa
IMIN OULAOUEN,امي نولاون,IMI NOULAOUN,امي نولاون,0661984003,Ouarzazate,Sous-Massa-Draa
AIT AFFANE,ايت عفان,IMI N'OULAOUEN,دوار ايت عفان جماعة إمي نوولاون,067074446,Ouarzazate,Sous-Massa-Draa
ASSAKA NAIT AFANE,اسكا نايت عفان,IMI N'OULAOUENE,امي نولاون,068675195,Ouarzazate,Sous-Massa-Draa
TIMICHA,تمشة,IMI N'OULAOUENE,امي نولاون,-  -  -,Ouarzazate,Sous-Massa-Draa
TAOURIRTE NAIT ZAGHAR,تاوريرت نايت زغار,IMI N'OULAOUENE,امي نولاون,-  -  -,Ouarzazate,Sous-Massa-Draa
AIT ZAGHARE,ايت زغار,IMI N'OULAOUENE,امي نولاون,062081649,Ouarzazate,Sous-Massa-Draa
TAMZRITE,تمزريت,IMI N'OULAOUENE,دوار تمزريت جماعة امي نولاون,010229322,Ouarzazate,Sous-Massa-Draa
IMEZRI,امزري,douar imezri IMI  N OULAOUENE,دوار  امزري  جماعة   إمي   نوولاون,0661943709,Ouarzazate,Sous-Massa-Draa
KANTOULA,كنطولة,IMI N'OULAOUENE,امي نولاون,066451340,Ouarzazate,Sous-Massa-Draa
IGHIL N'KANTOULA,اغيل كنطولة,KANTOULA,كنطولة,067760280,Ouarzazate,Sous-Massa-Draa
RIBAT AGDZ,م/ م  رباط أكدز,DOUAR RIBAT AGDEZ COMMUNE AFLLANDRA,رباط أكدز أفلاندرا,0661944683,Zagoura,Sous-Massa-Draa
AFLLA N DRA,أفلاندرا,DOUAR TAGHROUTE COMMUNE AFLLANDRA,تغروت,0661944596,Zagoura,Sous-Massa-Draa
CHALLAL DARAA,شلال درعة,DOUR INSAYE COMMUNE AFLLANDRA,انساي أفلاندرا,0661944587,Zagoura,Sous-Massa-Draa
TAMNOUGALTE,تمنوكالت,DOUAR TAMNOUGALTE CMEZGUITA,تمنوكالت,0661915462,Zagoura,Sous-Massa-Draa
TALATE,ثلاث,DOUAR TALATE CMAZGUITA,ثلاث/ مزكيطة,0661915499,Zagoura,Sous-Massa-Draa
TISSARGUATE,تسركات,DOUAR TISSARGUATE CTANSIFTE,تسركات تانسيفت,0661913224,Zagoura,Sous-Massa-Draa
TANSIFTE,تانسيفت,TANSIFTE CTANSIFTE,تانسيفت,0661913225,Zagoura,Sous-Massa-Draa
AOURIZ,أوريز,DOUAR AOURIZ C.TANSIFTE,أوريز,0661913227,Zagoura,Sous-Massa-Draa
OUZDINE,اوزدين,DOUAR OUZDINE CTANSIFTE,اوزدين,0661913226,Zagoura,Sous-Massa-Draa
EL FEGUARA,الفكارة,DOUAR EL FAGUARA C TANSIFTE,الفكارة تنسيفت,0661913228,Zagoura,Sous-Massa-Draa
TAMAZMOUTE,م م تمزموط,TAMAZMOUTE CENTRE,تمزموط المركز,0661915491,Zagoura,Sous-Massa-Draa
TANSSIKHTE CENTRE,تانسيخت المركزية,TANSSIKHTE CR TAMAZMOUTE,تانسيخت,0661915493,Zagoura,Sous-Massa-Draa
ABERNOUSS,ابرنوس,DOUAR ABERNOUSS CTAMEZMOUTE,ابرنوس,0661915494,Zagoura,Sous-Massa-Draa
