Nom Etablissement,Adresse,Ville,Téléphone,FAX,EMAIL,Nature,Cycle d'enseignement,Région,Province,Commune
LALLA MIMOUNA,LALLA MIMOUNA,,-  -  -,-  -  -,,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Lalla Mimouna
LAANABSSA,DOUAR LAANABSSA     COMMUNE LALLA MIMOUNA,,06-61-41-6230,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Lalla Mimouna
LAMRIJA,DOUAR LAMRIJA  COMMUNE LALLA MIMOUNA,,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Lalla Mimouna
CHOUAFAA,DOUAR CHOUAFAA CENTRE,Kenitra,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Chouafaa
M'HAMID BOUIB,DOUAR MHAMID BOUIB COM/ CHOUAFAA,NULL,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Chouafaa
HART TEDDANA,HART TADDANA CENTRE,Kenitra,-  -  -,-  -  -,NULL,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Chouafaa
DAR ELHARRAK,DOUAR DAR EL HARRAK COMMUNE CHOUAFAA,Kenitra,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Chouafaa
SALMANE EL FARISSI -OULED AMMAR ZOUITEN,SIDI BOUBKER HAJ CENTRE,,-  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Sidi Boubker El Haj
LALLA GHANNOU,ouled mohamed com sidiboubker haj,,-  -  -,-  -  -,,Secteur Scolaire Centre Ecole mère                                  ,Etablissement de l'Enseignement Primaire,Gharb - Chrarda - Beni Hssen,Kenitra,Sidi Boubker El Haj
OULAD OUJIH,OULED OUJIH KENITRA,Kenitra,037-35-13-73,-  -  -,collegeouledoujih93@gmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
MOULAY ALI CHRIF,BIR RAMIEST KENITRA,Kenitra,037-37-30-92,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
OUED EDDAHAB,RUE YAKOUB EL MANSOUR KENITRA,Kenitra,0537-37-02-93,-  -  -,,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
IBN HAZM,AVENUE TARIK BEN ZAYAD KENITRA,Kenitra,037-37-81-61,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
CHAHID MOHAMED DIOURI,PROLONGEMENT AVENUE FORCE ARMEE ROYALE KENITRA,Kenitra,037-37-99-98,-  -  -,NULL,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
IBN ABAD,RUE MOHAMED ALFIHRI KENITRA,KENITRA,037-36-25-78,-  -  -,ibn_abbad_kenitra@hotmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
OUM EL BANINE,ROUTE AIN SBAA KENITRA,Kenitra,0537-36-41-07,-  -  -,ELAZZOUZIABDELILAH@YAHOO.COM,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
MOKHTAR ESSOUSSI,MOKHTAR ESSOUSSI LA CIGOGNE KENITRA,Kenitra,0537-36-31-36,-  -  -,soussimokhtar@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
KHAOUARIZMI,AVENUE PACHA ABD ALHAMID ELALAOUI KENITRA,Kenitra,037-38-21-90,-  -  -,khawarizmi.almodir@gmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
IBN KHALDOUN,AVENUE ABD AL HAMID ELALAOUI KENITRA,Kenitra,037-38-27-84,-  -  -,NULL,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
ALHARIRI,SAKNIA PAM KENITRA,Kenitra,661048537,-  -  -,aouaoui.omar@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
OQBA BNOU NAFEA,Hay chabab PAM1 KENITRA,Kenitra,661048538,-  -  -,KARROUCHMEZIAN@gmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
ALLAL BEN ABDELLAH,QUARTIER errahma PAM2 KENITRA,Kenitra,661048539,-  -  -,sadouar@hotmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
college 20 aout,AIN SBAA KENITRA,KENITRA,037-38-68-38,-  -  -,elbalhoucine@hotmail.fr  ,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
JABER BNOU HAYAN,BOITE POSTALE 82 SIDI YAHYA SIDI SLIMANE,SIDI YAHYA DU GHARB,661048551,-  -  -,jaberbnouhayan@gmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Yahia El Gharb (M)
IBN YACINE,QUARTIER el ouahda,SIDI YAHIA  GHARB,661048552,-  -  -,c.oibnyacine@gmail.com,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Yahia El Gharb (M)
ABD KHALEK TORRES,OULED MLIK SIDI SLIMANE,SIDI SLIMANE,537502893,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Slimane (M)
OMAR BNOU ALKHATTAB,QUARTIER ADMINISTRATIF SIDI SLIMANE,SIDI SLIMANE,0537-50-21-70,-  -  -,TAMALOUTI.FAIZ@HOTMAIL.FR,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Slimane (M)
ESSALAM,QUARTIER ESSALAM SIDI SLIMANE,Kenitra,037-50-20-70,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Slimane (M)
SALAH EDDINE EL AYOUBI,QUARTIER INDUSTRIEL,souk larba du gharb,537900819,-  -  -,col-salaheddine@hotmail.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Souk El Arbaa (M)
LYCEE COLLEGIAL GHARB,avenue bir anzarane,souk el arbaa du GHARB,661048549,-  -  -,collegegharb@yahoo.fr,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Souk El Arbaa (M)
ALJAHED,COLLECTIVITE BEN MANSOUR KENITRA,Kenitra,661048553,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Sidi Mohamed Benmansour
Collège 11 JANVIER,DAR BEL AMRI     SIDI SLIMANE,dar belamri,661048559,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Sidi slimane,Dar bel Amri
MOSTAFA ALMAANI,LALLA MIMOUNA CENTRE SOUK TLET,Kenitra,037-44-05-26,-  -  -,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Lalla Mimouna
TAHA HOUSSEIN,AVENUE HAROUN ERRACHID KENITRA,Kenitra,537374445,-  -  -,,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
SIDI ALLAL TAZI,Rue agricole,sidi allal tazi,0661-78-37-92,-  -  -,hamadikhanaz@hotmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Sidi Allal Tazi
CHARIF RADI,CHARIF RADI ARBAOUA CENTRE,arbaoua,661048563,,,Lycée collègial enseignement général                                  ,Etablissement de l'Enseignement Collégial,Gharb - Chrarda - Beni Hssen,Kenitra,Arbaoua
ABD ERRAHMAN ENNACER,AVENUE HOUMMANE ALFATOUAKI KENITRA,Kenitra,0537-37-00-25,-  -  -,lyceeabderrahmane@menara.ma,Lycée qualifiant enseignement général et technique                    ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
LYCEE TECHNIQUE IBN SINA,RUE CHAKIB ARSSALANE KENITRA,Kenitra,0537-37-44-91,0537-37-44-91,lycéeibnsina@menara.ma,Lycée qualifiant technique                                            ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
ABD ALMALEK ASSAADI,RUE SEBOU KENITRA,Kenitra,0537-37-99-16,-  -  -,abdalmaleksaadi@hotmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
MOHAMMED V,Route ain sebaa KENITRA,Kenitra,661769345,-  -  -,merrahi.mohamed@GMAIL.COM,Lycée qualifiant enseignement général et technique                    ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
IDRISS PREMIER,AVENUE MOHAMMED V KENITRA,Kenitra,0537-36-55-98,-  -  -,IDRiSS1KENITRA@HOTMAIL.FR,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
lycee IBN BATOUTA QUALIFIANT,AVENUE LA MARCHE VERTE,Kenitra,0537-38-06-87,-  -  -,z.hamid@yahoo.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
IBN ZEIDOUN,SIDI YAHYA ALGHARB,SIDI YAHIA,037-30-03-71,-  -  -,NULL,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Yahia El Gharb (M)
ALLAL EL FASSI,ROUTE SIDI KACEM SIDI SLIMANE,SIDI SLIMANE,0537-50-28-40,-  -  -,ADELE-5@HOTMAIL.FR,Lycée qualifiant enseignement général et technique                    ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Slimane (M)
PRINCE MOULAY ABDELLAH,DOUAR JDID ROUTE DE KENITRA  SIDI SLIMANE,SIDI SLIMANE,0537-50-24-33,-  -  -,,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Sidi slimane,Sidi Slimane (M)
SIDI AISSA,AV ABDELMOUMEN BEN ALI  SOUK EL ARBAA,SOUK ELARBAA,0537-90-24-96,-  -  -,,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Souk El Arbaa (M)
1° LYCEE MILITAIRE ROYAL,TROISIEME BASE MILITAIRE KENITRA,Kenitra,537371121,537374043,,Lycée qualifiant militaire                                            ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
TAKADDOUM,AVENUE MOULAY YOUSSEF KENITRA,Kenitra,0537-36-31-87,-  -  -,lyceeettakadoum@hotmail.com,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
AL MASSIRA ALKHADRA,PAM SAKNIA  KENITRA,Kenitra,0537-38-00-18,-  -  -,chefabdou@hotmail.fr,Lycée qualifiant enseignement général                                 ,Etablissement de l'Enseignement Qualifiant,Gharb - Chrarda - Beni Hssen,Kenitra,Kenitra (M)
LAARBI BEN OMAR,HAY AZZAHRA,Khemisset,660191064,-  -  -,drissessaghir@gmail.com,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Khemisset,Khemisset (M)
CHOUHADA,HAY saada,Khemisset,679798743,-  -  -,Amine_abdeljabbar@hotmail.fr,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Khemisset,Khemisset (M)
CHARIF IDRISSI,RUE QADI AYAD,Khemisset,679798730,-  -  -,charif-idrissi@live.fr,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Khemisset,Khemisset (M)
QADI AYAD,RUE QADI AYAD,Khemisset,037-55-25-87,-  -  -,NULL,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Khemisset,Khemisset (M)
RABIA ADAOUIA,RUE MARRACKECH,Khemisset,679798727,-  -  -,mohamedAGuida@LIVE.FR.,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Khemisset,Khemisset (M)
IBN BATTOUTA,AVENUE IBN SINA,Khemisset,660191065,-  -  -,ECOLEIBNBATOUTA2020GMAILCOM,Ecole primaire autonome                                               ,Etablissement de l'Enseignement Primaire,Rabat - Salé - Zemmour - Zaer,Khemisset,Khemisset (M)
